prompt_id,scene_id,object_id,object_name,description,is_valid,num_attributes_target,num_attributes_anchors,num_attribute_type_color,num_attribute_type_size,num_attribute_type_shape,num_attribute_type_number,num_attribute_type_material,num_attribute_type_texture,num_attribute_type_function,num_attribute_type_style,num_attribute_type_text_label,num_attribute_type_state,num_relationships_target,num_relationships_anchors,num_relationship_type_near,num_relationship_type_far,num_relationship_type_viewpoint_dependent,num_relationship_type_vertical,num_relationship_type_contain,num_relationship_type_arrangement,num_relationship_type_ordinal,num_relationship_type_comparison,num_coreferences,num_target_not_first_np,granularity,num_anchor_type_single,num_anchor_type_multiple,num_anchor_type_non_object,num_anchor_type_viewpoint,num_negation
03ac3985-6dcf-47e4-98a9-ed10c1775ed9,0a5c013435,10,box,"Find the box with the words, ""Numatic International."" It is in the corner of the storage room.",1,1,0,,,,,,,,,1,,1,1,,,,,1,,,,1,,fine-grained,,,1,1,
eb615bee-c6e3-4fe3-a8e2-f5de49425e02,0a5c013435,18,box,There is an open box under the sink.,1,1,0,,,,,,,,,,1,1,0,,,,1,,,,,,,fine-grained,1,,,,
9650f3f7-179b-4fb4-9aba-876c7167cdaa,0a5c013435,8,cleaning trolley,Holding a bunch of blue storage bins and cleaning supplies is a large cart.,1,1,1,1,1,,,,,,,,,1,1,,,,,1,1,,,,1,fine-grained,,1,,,
d4772c7c-cce2-449f-beb1-b853e370d9ee,0a5c013435,18,box,It is the smallest cardboard box in the room.,1,1,0,,1,,,,,,,,,2,0,,,,,1,,,1,,,fine-grained,,1,1,,
682492e4-b6f4-4edd-8c49-f2bc8b244acf,2a496183e1,14,heater,"The item we are looking for is a heater, located under the window on the left and next to the blue chair.",1,1,0,1,,,,,,,,,,2,1,1,,1,1,,,,,,,fine-grained,1,,,,
86fda290-93af-46f7-a3a1-08b1cf110da1,2a496183e1,7,power_socket,"When you are facing the blue door in the room, there is a power outlet to the right of the door and directly below the light switch.",1,,,,,,,,,,,,,,,,,,,,,,,,,generic,,,,,
de4a40f5-25d7-47f8-8ccc-ac77bf823edb,2a496183e1,7,power_socket,"When you are facing the blue door in the room, there is a circular power outlet near the door.",1,1,1,1,,1,,,,,,,,1,2,1,,1,,1,,,,,1,fine-grained,1,,1,,
109f6e40-8193-4e59-9273-90f48b76d0ff,2a496183e1,7,power_socket,"When you are facing the blue door in the room, there is a circular power outlet near it.",1,1,1,1,,1,,,,,,,,1,2,1,,1,,1,,,,1,1,fine-grained,1,,1,,
490aaec9-7977-42e4-910f-2759022ba724,2a496183e1,7,power_socket,Where can you plug in a power adapter near the door with the glass panel?,1,1,1,,,,,1,,1,,,,1,1,1,,,,1,,,,,1,generic,1,,,,
742e4698-e9a6-44cc-aebe-99b9d7c1cabe,2a496183e1,21,door,"The door is not on the right side of the wooden cabinet, if facing the cabinet.",1,0,1,,,,,1,,,,,,1,1,,,1,,,,,,,,fine-grained,1,,,1,1
393cdb19-d940-4b2b-aa13-f0334a3eda2e,2a496183e1,,door,"The door is on the right side of the wooden cabinet, if facing the cabinet.",1,0,1,,,,,1,,,,,,1,1,,,1,,,,,,,,fine-grained,1,,,1,
1bfd5e15-105e-418b-8e9b-df064e3fb296,2a496183e1,21,door,"This is tall, blue, and rectangular with a handle.",1,3,0,1,1,1,,,,,,,,1,0,,,,,1,,,,,,generic,1,,,,
89a49536-b43d-48e2-8483-ce005af5c3d4,2a496183e1,16,office chair,This is the farthest chair from the window.,1,0,0,,,,,,,,,,,1,0,,1,,,,,,1,,,fine-grained,1,,,,
f97fc580-ba94-46a3-b8f3-e1944f97efb3,2a496183e1,73,monitor,This device on the desk is rotated 90 degrees to allow for longer top-down reading of content.,1,2,0,,1,,,,,1,,,1,1,0,1,,,1,,,,,,,categorical,1,,,,
09fffc51-24b4-4437-87f4-25cd2bc361e4,2a496183e1,65,keyboard,This independent keyboard is the one that is farther from the whiteboard.,1,0,0,,,,,,,,,,,2,0,,1,,,,1,,1,1,,fine-grained,1,1,,,
8de34294-5145-42ab-9b5e-57015e3c9815,4ea827f5a1,2,leaf fan,"
The object I am looking for is hanging on the wall, with a painting to its right featuring a red and black design.",1,0,2,1,,,,,,,,,,2,0,1,,1,,,,,,,,generic,1,,,,
225d082b-12eb-47ef-82d1-36bd98cf2ed6,4ea827f5a1,2,leaf fan,"Look for the upside-down object on the wall with the large letters, ""WWW"".",1,2,0,,,,,,,,,1,1,1,0,1,,,,,,,,,,generic,1,,,,
51f72445-fc82-4f54-ab0c-9f30bb425591,4ea827f5a1,5,power socket,"To the right of the water heater, there is a power outlet with a white plug inserted. That's the outlet we are looking for.",1,0,1,1,,,,,,,,,,2,0,,,1,,1,,,,,1,fine-grained,1,,,,
d4e57569-cd2a-4c81-8edc-a3dec860bbfb,4ea827f5a1,36,brush,"There is a tool—the taller one—to the right of the poster that says, ""Make the most of your summer,""",1,2,0,,1,,,,,,,1,,1,0,,,1,,,,,1,1,,categorical,1,1,,,
0f050302-ba2e-4e3d-9b1f-1b2d0ef87546,4ea827f5a1,17,toilet paper,"This is the stack of white things on the shelf, but not the ones on the shelf which is third from the bottom.",1,1,0,1,,,,,,,,,,2,2,1,,,1,,1,1,,1,,generic,1,1,,,1
239b1e39-7080-49bf-8663-9728613ea770,4ea827f5a1,"10,11",stuffed animal,"These are the two soft, cute toys high up in the room.",1,3,0,,,,1,,1,,1,,,1,0,,,,1,,,,,,,categorical,,,1,,
0fdd2623-4ff5-4fbf-a05f-62035217f208,59e3f1ea37,10,cabinet,We are looking for the smallest beige cabinet.,1,2,0,1,1,,,,,,,,,0,0,,,,,,,,,,,fine-grained,,,,,
776e9476-477f-4c3d-bff8-b45ff659a80c,59e3f1ea37,100,jacket,"Find the several soft objects hanging between the door and the beige cabinet. If viewing them from the center of the room, it is the middle one of the objects that appear prominently.",1,2,1,,,,1,,1,,,,,3,1,1,,,,,1,1,,1,1,generic,,1,1,1,
07905327-78f9-4852-b9f3-24df1f7598da,59e3f1ea37,15,cabinet,This wooden cabinet has four doors. Opposite it is a window.,1,0,1,,,,1,1,,,,,,2,0,,1,,,1,,,,1,,fine-grained,1,1,,,
aabf1740-dae8-457e-a6e5-655e4cd1aa76,59e3f1ea37,18,notice board,"Between the beige cabinet and the desk lamp on the table, there is a white notice board. Underneath it, there are two small wastebaskets.",1,1,3,1,1,,1,,,,,,,2,0,,,,1,,1,,,1,1,fine-grained,,1,,,
16f63faf-9740-48dd-a27d-9ecdcfb321bd,59e3f1ea37,20,monitor,Look for a rectangular electronic device on the desk. It is the closest one to the back corner of the desk.,1,1,0,,,1,,,,,,,,2,1,1,,1,1,1,,,1,1,,categorical,1,,1,,
b7bdf74a-fae8-4c0e-a825-0f71f5381543,59e3f1ea37,"21,22,102",chair,The blue chairs are situated around the desk.,1,1,0,1,,,,,,,,,,1,0,,,,,,1,,,,,fine-grained,1,,,,
69cc7e62-2c0c-46c3-8a57-422729404095,59e3f1ea37,"22,102",chair,The blue chairs without wheels are situated around the desk.,1,1,0,1,,,,,,,,,,2,0,,,,,1,1,,,,,fine-grained,1,1,,,1
c0952d57-379d-4e75-a2cc-c1dbd26b2178,59e3f1ea37,,chair,The blue chairs with three legs are situated around the desk.,1,1,1,1,,,1,,,,,,,2,0,,,,,1,1,,,,,fine-grained,1,1,,,
06beed96-15d5-4936-9e5c-1a209a3867e0,59e3f1ea37,26,heater,"What can I use to provide heat to the room? Look behind the potted plant, directly below the window.",1,1,0,,,,,,,1,,,,2,0,,,1,1,,,,,,1,generic,1,,,,
86311744-cb79-4e49-a38c-42aa4c17758f,59e3f1ea37,28,window,A rectangular glass window can be found across the room from the window.,1,2,0,,,1,,1,,,,,,1,0,,1,,,,,,,,,fine-grained,1,,1,,
37164720-cea9-4dae-bbc4-52e3e1e3c5a8,59e3f1ea37,"34, 35, 63",trash can,There is a trash can near by a cabinet.,1,0,0,,,,,,,,,,,1,0,1,,,,,,,,,,fine-grained,1,,,,
cddaf3a8-7269-4a6f-bef3-e61fdd9c25de,59e3f1ea37,68,telephone,On the desk is a device I would consider the oldest in terms of era.,1,1,0,,,,,,,,1,,,1,0,1,,,1,,,,,,1,categorical,1,,,,
ad0dc51d-8975-4b03-9d70-9d1293d01d44,59e3f1ea37,"36, 37, 38, 69, 78, 79",bottle,"Some plastic water bottles are located on the desk, around the monitor.",1,2,0,,,,1,1,,,,,,2,0,,,,1,,1,,,,,fine-grained,1,,,,
b4f026d5-7c75-496d-9f15-06694a784fc4,59e3f1ea37,70,notebook,"This is a book labeled ""Computation"" on the desk.",1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,,,fine-grained,1,,,,
aee88723-4fe1-48ab-b5e2-f36ef466510b,59e3f1ea37,9,office desk,"This object is supporting a bag labeled, ""Ricola.""",1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,,,generic,1,,,,
75c7a9c1-0092-403e-84a8-0e9d95e5b3c2,59e3f1ea37,"5,66",object,What can I drink from on the table that has a sleek design and metallic feel?,1,3,0,,,,,,1,1,1,,,1,0,1,,,1,,,,,,1,generic,1,,,,
06c77eab-5ad5-4cda-aaad-e3c7a866d730,59e3f1ea37,62,plant,An organic object occupies a large amount of space in the corner of the room.,1,2,0,,1,,,1,,,,,,1,0,,,,,1,,,,,,generic,,,1,,
0bfbefee-a7aa-4009-9b26-980f847f74be,59e3f1ea37,22,lounge chair,"Starting from the monitor and going counter-clockwise around the table (from above), this is the third chair.",1,0,0,,,,,,,,,,,3,0,1,,,1,,,1,,,1,fine-grained,1,1,,1,
d036e3cf-ba98-4ab7-8839-f485b7d71769,410c470782,29,bed,"In the bedroom, there is a white bed with blue patterns, flanked by one nightstand on either side.",1,2,0,1,,,,,1,,,,,2,0,,,,,1,1,,,,1,fine-grained,,1,1,,
6afd3e07-b407-4d56-a699-db6bdc8f40b6,410c470782,255,kettle,"On the kitchen countertop, there is a kettle used for boiling hot water.",1,1,0,,,,,,,1,,,,1,0,,,,1,,,,,,1,fine-grained,,,,,
df2c1cb3-0206-4cbe-8bf5-888695d2f4bb,410c470782,,kettle,"On the kitchen countertop, there is an opaque kettle used for boiling hot water.",1,2,0,1,,,,,,1,,,,1,0,,,,1,,,,,,1,fine-grained,,,,,
ea7f2414-968e-4a03-ba96-659abf9f1dd1,410c470782,243,towel,"A white towel is placed high up in the bathroom, with two blue towels hanging below it.",1,1,2,1,,,1,,,,,,,2,0,,,,1,,,,,1,,fine-grained,,1,,,
5fac3721-446e-405b-9cdb-881f88ceb7b6,410c470782,46,sink,Find the sink in the bathroom.,1,0,0,,,,,,,,,,,1,0,,,,,1,,,,,,fine-grained,,,1,,
1715c429-2b56-47c0-8d7a-27db005c5d2f,410c470782,142,ceiling_lamp,"We are looking for a ceiling lamp, which is hanging directly above the bed.",1,0,0,,,,,,,,,,,1,0,,,,1,,,,,,,fine-grained,1,,,,
76127cd0-748b-441b-b839-b092ca19b8eb,410c470782,"48, 49, 63, 64, 183",,"We are looking for a ceiling lamp, which is not hanging directly above the bed.",1,0,0,,,,,,,,,,,1,0,,,,1,,,,,,,fine-grained,1,,,,1
74dac406-17f5-43d9-8f06-5b41c6760e17,410c470782,"48, 49, 63, 64, 142, 183",ceiling_lamp,We are looking for a ceiling lamp.,1,0,0,,,,,,,,,,,0,0,,,,0,,,,,,,fine-grained,,,,,
b6136104-ff5a-4584-8631-50668a8c8508,410c470782,213,oven,We are looking for the appliance on the ground and across from the kitchen table.,1,0,0,,,,,,,,,,,2,0,1,1,,1,,,,,,,categorical,1,,,,
a015b899-7dd9-4a27-bfbe-6cab474484bb,410c470782,"213,220","stove, oven","In the kitchen, there are several circular containers. Find the quaint appliance underneath them.",1,1,2,,,1,1,,,,1,,,1,0,,,,1,,,,,1,1,categorical,,1,,,
8f26a254-44d9-4629-8044-eaa4fab243b7,410c470782,189,clock,A clock is hanging in the kitchen.,1,0,0,,,,,,,,,,,2,0,1,,,,1,,,,,,fine-grained,,,1,,
fffb4a00-0c44-43c1-9d96-ed8a8249079b,410c470782,,clock,A clock is hanging in the bathroom.,1,0,0,,,,,,,,,,,2,0,1,,,,1,,,,,,fine-grained,,,1,,
e4cc6719-5648-4330-9c76-722e925a6555,410c470782,47,bathtub,"The smooth, white porcelain object can be used for daily ablutions of one's whole body.",1,4,0,1,,,,1,1,1,,,,0,0,,,,,,,,,,,generic,,,,,
f512fba8-f1f6-4956-a45b-ce5497b4d160,410c470782,34,sofa,This is the second largest comfy object on which one could sleep.,1,3,0,,1,,,,1,1,,,,1,0,,,,,,,1,1,,,generic,,1,,,
f2252a66-4f22-411d-b2a6-d8ff330a97c2,410c470782,131,table,A small table is positioned between the sofa and the lounge chair.,1,1,0,,1,,,,,,,,,1,0,,,,,,1,,,,,fine-grained,,1,,,
67581470-2d8e-4620-b08b-88f23ad88687,410c470782,37,table,A round table sits in front of the white sofa.,1,1,1,1,,1,,,,,,,,1,0,,,1,,,,,,,,fine-grained,1,,,,
b5e59689-1b9f-47e0-b38f-20063f1bac2b,410c470782,,table,A square table sits in front of the white sofa.,1,1,1,1,,1,,,,,,,,1,0,,,1,,,,,,,,fine-grained,1,,,,
f0806a73-3d2d-4b4a-8b6a-b211ef1cb443,410c470782,38,table,This is the least cluttered table in the house.,1,1,0,,,,,,,,,,1,2,0,,,,,1,,,1,,,fine-grained,,1,1,,
797bb4e8-7845-4528-ac99-1aae549054a7,689fec23d7,97,light switch,This is the thing between the brown door and the white board that is not made of glass.,1,1,2,1,,,,1,,,,,,1,0,,,,,,1,,,,,generic,,1,,,1
00a778d4-82c7-46df-8034-848d1aabdc3a,689fec23d7,"76, 28, 52",keyboard,"This is the wide, black device in front of the monitor. It is not the laptop.",1,2,0,1,1,,,,,1,,,,1,0,,,1,,,,,,1,,categorical,1,,,,1
67ff1643-6bd8-4c5e-80f3-d25eb5ad2d10,689fec23d7,"4,26",monitor,"Below a poster with the date, ""2022"", is a row of monitors.",1,0,1,,,,,,,,,1,,2,0,,,,1,,1,,,,1,fine-grained,1,,,,
1e193390-2c4f-4033-bf4c-1ad189a251b3,689fec23d7,"1, 40, 58",pc,Look for a personal computer near a simple office chair with arms.,1,0,1,,,,,,,,1,,,1,1,1,,,,1,,,,,,fine-grained,1,1,,,
97a674ba-c1ce-42b6-98b7-bacb6ef2fb46,689fec23d7,26,monitor,"Look for the desk on the right side of the window, when facing it. This is the second display from the left on that desk.",1,0,0,,,,,,,,,,,2,2,1,,1,1,,,1,,1,1,categorical,1,1,,1,
309e34c8-94d8-4347-87f9-20cb5fd8fdf6,689fec23d7,48,monitor,This is the display most decorated with stickies.,1,0,0,,,,,,,,,,,1,0,,,,,1,,,1,,,categorical,,1,,,
a3543c47-0809-402e-9927-7b5a534431ba,689fec23d7,48,monitor,This is the most cluttered electronic display.,1,1,0,,,,,,,,,,1,1,0,,,,,,,,1,,,categorical,,1,,,
0fdf9105-d5f0-4885-943b-a047e21a0f4b,689fec23d7,101,plant pot,This is the least sharp plant in the room. Its style and size gives it a significant presence.,1,1,0,,1,,,,1,,1,,,2,0,,,,,1,,,1,1,,fine-grained,,1,1,,
8ba3eb90-8699-4c5b-8d3e-c53fa3c5d982,689fec23d7,,plant pot,This is the least sharp plant in the room. Its presence can hardly be noticed.,1,1,0,,1,,,,,1,,,,2,0,,,,,1,,,1,1,,fine-grained,,1,1,,
90cc6806-0d09-418f-8f03-a664c7f84553,689fec23d7,46,door,"Excluding the wooden cabinets, this is the more obstructed of the two doors.",1,1,1,,,,1,1,,,,,1,1,0,,,,,1,,,1,,1,fine-grained,,1,,,
c9a4881e-4ecd-46e7-b6f9-ce35c973bea4,689fec23d7,47,monitor,This is the monitor that is farthest from the window.,1,0,0,,,,,,,,,,,1,0,,1,,,,,,,,,fine-grained,1,,,,
7815b61f-fefa-4eba-b802-0c0ff6d751d4,689fec23d7,55,monitor,"This is the third monitor from the left, among the two desks which share a wall.",1,0,1,,,,1,,,,,,,2,2,1,,1,,,,1,,,,fine-grained,,1,,1,
56c8f444-77fe-44be-ba88-bdd8e1b68ea3,689fec23d7,38,ball,"This is a spherical, brightly patterned object used for sports.",1,4,0,1,,1,,,1,1,,,,0,0,,,,,,,,,,,generic,,,,,
bbd60f2f-3be0-4776-b8aa-90ab9c60a229,689fec23d7,,ball,"This is a tetrahedral, brightly patterned object used for sports.",1,4,0,1,,1,,,1,1,,,,0,0,,,,,,,,,,,generic,,,,,
35f80629-6241-49ef-bc83-523147b9e601,689fec23d7,64,backpack,"We want to find a black bag, with a plastic crate placed on the windowsill above it.",1,1,1,1,,,,1,,,,,,1,1,1,,,1,,,,,1,,categorical,1,,,,
53285938-faf6-4e66-b30d-d5c7a3dc9709,689fec23d7,18,chair,This is the chair that stands out the most among the five.,1,2,0,,,,1,,,,1,,,1,0,,,,,,,,1,,,fine-grained,,1,,,
